Date,Open,High,Low,Close,Adj Close,Volume,Index,Label
2019-03-10,3966,3966,3924,3952,3952,9713267607,55,Greed
2019-03-11,3954,3966,3889,3905,3905,10125901903,56,Greed
2019-03-12,3904,3927,3864,3909,3909,9809887079,56,Greed
2019-03-13,3913,3927,3892,3907,3907,9469184841,54,Neutral
2019-03-14,3906,3947,3901,3924,3924,10480789570,55,Greed
2019-03-15,3927,3969,3914,3961,3961,9394210605,55,Greed
2019-03-16,3964,4077,3962,4049,4049,9856166973,54,Neutral
2019-03-17,4048,4054,4006,4025,4025,8221625400,58,Greed
2019-03-18,4030,4072,4009,4033,4033,9646954186,56,Greed
2019-03-19,4033,4082,4024,4071,4071,9344919956,56,Greed
2019-03-20,4071,4089,4031,4087,4087,10175916388,55,Greed
2019-03-21,4084,4097,4005,4029,4029,10831212662,62,Greed
2019-03-22,4029,4054,4022,4024,4024,9252935969,56,Greed
2019-03-23,4023,4050,4016,4036,4036,9578850549,50,Neutral
2019-03-24,4035,4041,4006,4022,4022,9144851065,44,Fear
2019-03-25,4024,4039,3934,3963,3963,10359818883,46,Fear
2019-03-26,3969,3985,3945,3985,3985,10707678815,43,Fear
2019-03-27,3984,4087,3978,4087,4087,10897131934,44,Fear
2019-03-28,4088,4095,4040,4069,4069,9353915899,49,Neutral
2019-03-29,4068,4114,4034,4098,4098,10918665557,50,Neutral
2019-03-30,4092,4297,4054,4107,4107,9732688060,57,Greed
2019-03-31,4105,4113,4094,4105,4105,9045122443,56,Greed
2019-04-01,4105,4165,4097,4158,4158,10157794171,62,Greed
2019-04-02,4157,4906,4155,4880,4880,21315047816,60,Greed
2019-04-03,4880,5307,4877,4973,4973,22899891582,71,Greed
2019-04-04,4971,5063,4837,4923,4923,18251810240,61,Greed
2019-04-05,4923,5054,4919,5037,5037,16837325387,59,Greed
2019-04-06,5037,5206,4992,5060,5060,16929795194,65,Greed
2019-04-07,5063,5235,5050,5199,5199,16655416140,69,Greed
2019-04-08,5200,5319,5148,5290,5290,17154113634,65,Greed
2019-04-09,5290,5290,5167,5205,5205,14722104361,64,Greed
2019-04-10,5204,5422,5193,5325,5325,15504590933,62,Greed
2019-04-11,5325,5354,5017,5064,5064,16555616019,65,Greed
2019-04-12,5061,5103,4956,5090,5090,13675206312,42,Fear
2019-04-13,5089,5127,5062,5097,5097,10823289598,62,Greed
2019-04-14,5096,5184,5054,5168,5168,10391952498,51,Neutral
2019-04-15,5167,5197,5024,5067,5067,12290155061,60,Greed
2019-04-16,5067,5239,5055,5236,5236,11618660197,50,Neutral
2019-04-17,5236,5274,5219,5252,5252,12438480677,61,Greed
2019-04-18,5251,5320,5251,5298,5298,13256489918,64,Greed
2019-04-19,5298,5337,5233,5304,5304,13780238655,61,Greed
2019-04-20,5304,5358,5296,5338,5338,13169647522,62,Greed
2019-04-21,5336,5360,5257,5315,5315,13731844223,62,Greed
2019-04-22,5312,5423,5280,5399,5399,14601631648,61,Greed
2019-04-23,5399,5634,5389,5572,5572,15867308108,68,Greed
2019-04-24,5572,5642,5418,5465,5465,17048033399,65,Greed
2019-04-25,5467,5542,5181,5211,5211,15330283408,58,Greed
2019-04-26,5210,5384,5177,5279,5279,16812108040,41,Fear
2019-04-27,5279,5311,5234,5268,5268,13111274675,42,Fear
2019-04-28,5272,5326,5256,5285,5285,12819992056,40,Fear
2019-04-29,5285,5311,5216,5247,5247,13735490672,42,Fear
2019-04-30,5248,5363,5224,5351,5351,13878964574,42,Fear
2019-05-01,5351,5418,5348,5403,5403,13679528236,51,Neutral
2019-05-02,5402,5522,5394,5505,5505,14644460907,50,Neutral
2019-05-03,5506,5866,5490,5768,5768,18720780006,63,Greed
2019-05-04,5769,5887,5645,5831,5831,17567780766,66,Greed
2019-05-05,5831,5834,5708,5796,5796,14808830723,67,Greed
2019-05-06,5792,5803,5654,5747,5747,15737171804,57,Greed
2019-05-07,5746,5988,5741,5830,5830,18026409033,69,Greed
2019-05-08,5849,5990,5795,5982,5982,15320605300,63,Greed
2019-05-09,5982,6183,5982,6175,6175,16784645411,69,Greed
2019-05-10,6176,6435,6162,6379,6379,19419875368,71,Greed
2019-05-11,6380,7333,6376,7205,7205,28867562329,76,Extreme Greed
2019-05-12,7204,7504,6816,6972,6972,27773333680,75,Greed
2019-05-13,6971,8047,6898,7815,7815,28677672181,78,Extreme Greed
2019-05-14,7808,8269,7696,7994,7994,32031452227,78,Extreme Greed
2019-05-15,7989,8216,7899,8205,8205,28344112920,77,Extreme Greed
2019-05-16,8195,8321,7730,7885,7885,33167197581,75,Greed
2019-05-17,7887,7929,7038,7344,7344,30066644905,65,Greed
2019-05-18,7342,7447,7252,7271,7271,21354286562,67,Greed
2019-05-19,7268,8262,7268,8198,8198,25902422040,70,Greed
2019-05-20,8197,8201,7679,7978,7978,23843404340,73,Greed
2019-05-21,7978,8062,7843,7963,7963,25127245056,68,Greed
2019-05-22,7956,7998,7616,7680,7680,24719473175,69,Greed
2019-05-23,7677,7944,7533,7882,7882,24457107820,65,Greed
2019-05-24,7882,8141,7824,7987,7987,25919126991,64,Greed
2019-05-25,7992,8118,7966,8053,8053,22256813107,69,Greed
2019-05-26,8055,8688,7925,8673,8673,26677970091,67,Greed
2019-05-27,8674,8907,8669,8806,8806,27949839564,70,Greed
2019-05-28,8803,8807,8635,8720,8720,24226919267,71,Greed
2019-05-29,8719,8756,8483,8659,8659,23473479966,71,Greed
2019-05-30,8662,9008,8221,8319,8319,29246528551,73,Greed
2019-05-31,8320,8587,8173,8575,8575,25365190957,61,Greed
2019-06-01,8574,8626,8482,8564,8564,22488303544,62,Greed
2019-06-02,8565,8809,8561,8743,8743,20266216022,63,Greed
2019-06-03,8742,8744,8204,8209,8209,22004511436,66,Greed
2019-06-04,8211,8211,7564,7708,7708,24609731549,42,Fear
2019-06-05,7704,7902,7669,7824,7824,21760923463,27,Fear
2019-06-06,7820,7937,7571,7822,7822,19474611077,34,Fear
2019-06-07,7827,8126,7788,8044,8044,19141423231,27,Fear
2019-06-08,8037,8077,7838,7954,7954,16522722810,62,Greed
2019-06-09,7950,7976,7583,7688,7688,16610726547,62,Greed
2019-06-10,7692,8032,7587,8000,8000,18689275117,46,Fear
2019-06-11,8004,8026,7773,7928,7928,17107279932,61,Greed
2019-06-12,7925,8197,7862,8146,8146,19034432883,60,Greed
2019-06-13,8146,8312,8087,8231,8231,18669407147,63,Greed
2019-06-14,8231,8711,8183,8694,8694,19831162906,67,Greed
2019-06-15,8690,8859,8618,8838,8838,18371033226,75,Greed
2019-06-16,8841,9336,8815,8994,8994,23348550311,80,Extreme Greed
2019-06-17,8989,9416,8989,9320,9320,15562951919,84,Extreme Greed
2019-06-18,9335,9348,9005,9082,9082,15848210536,83,Extreme Greed
2019-06-19,9079,9300,9070,9274,9274,15546809946,82,Extreme Greed
2019-06-20,9273,9594,9232,9527,9527,17846823784,81,Extreme Greed
2019-06-21,9525,10145,9525,10145,10145,20624008643,84,Extreme Greed
2019-06-22,10176,11157,10107,10702,10702,29995204861,83,Extreme Greed
2019-06-23,10697,11246,10556,10855,10855,20998326502,84,Extreme Greed
2019-06-24,10854,11066,10610,11011,11011,19271652365,80,Extreme Greed
2019-06-25,11007,11791,11007,11791,11791,24879684533,87,Extreme Greed
2019-06-26,11779,13796,11756,13016,13016,45105733173,95,Extreme Greed
2019-06-27,13017,13311,10492,11183,11183,39977475223,92,Extreme Greed
2019-06-28,11162,12445,10914,12407,12407,35087757766,62,Greed
2019-06-29,12401,12401,11508,11959,11959,29923961128,74,Greed
2019-06-30,11932,12178,10799,10817,10817,27256473494,78,Extreme Greed
2019-07-01,10797,11206,10089,10583,10583,29378589324,65,Greed
2019-07-02,10589,10912,9738,10802,10802,31015895223,63,Greed
2019-07-03,10818,11968,10818,11961,11961,30796494294,79,Extreme Greed
2019-07-04,11973,12006,11167,11215,11215,25920294033,76,Extreme Greed
2019-07-05,11203,11396,10875,10978,10978,23838480210,67,Greed
2019-07-06,10983,11621,10983,11209,11209,21092024306,72,Greed
2019-07-07,11218,11542,11149,11451,11451,19369044277,67,Greed
2019-07-08,11447,12346,11393,12286,12286,23482551458,74,Greed
2019-07-09,12284,12779,12233,12574,12574,28167921523,84,Extreme Greed
2019-07-10,12572,13130,11711,12157,12157,33627574244,83,Extreme Greed
2019-07-11,12140,12145,11159,11359,11359,28595327690,62,Greed
2019-07-12,11354,11905,11179,11816,11816,23534692797,33,Fear
2019-07-13,11813,11842,10908,11392,11392,21042616384,65,Greed
2019-07-14,11381,11451,10235,10256,10256,22486000001,61,Greed
2019-07-15,10258,11053,9992,10895,10895,25384047207,16,Extreme Fear
2019-07-16,10897,10997,9448,9478,9478,24151199070,34,Fear
2019-07-17,9471,9963,9163,9694,9694,24569921549,19,Extreme Fear
2019-07-18,9699,10737,9377,10666,10666,25187024648,40,Fear
2019-07-19,10654,10717,10230,10531,10531,20727426310,42,Fear
2019-07-20,10526,11049,10451,10767,10767,20206615155,34,Fear
2019-07-21,10778,10842,10390,10599,10599,17130580467,42,Fear
2019-07-22,10597,10652,10155,10343,10343,16334414913,42,Fear
2019-07-23,10347,10347,9884,9901,9901,17851916995,40,Fear
2019-07-24,9888,9909,9614,9812,9812,17398734322,20,Extreme Fear
2019-07-25,9809,10154,9774,9912,9912,15821952090,42,Fear
2019-07-26,9913,9917,9718,9870,9870,14495714483,24,Extreme Fear
2019-07-27,9871,10167,9412,9478,9478,16817809536,47,Neutral
2019-07-28,9492,9576,9252,9553,9553,13738687093,16,Extreme Fear
2019-07-29,9548,9682,9473,9519,9519,13791445323,19,Extreme Fear
2019-07-30,9522,9702,9437,9607,9607,13829811132,22,Extreme Fear
2019-07-31,9604,10086,9598,10086,10086,16631520648,31,Fear
2019-08-01,10077,10447,9922,10400,10400,17165337858,57,Greed
2019-08-02,10402,10658,10371,10518,10518,17489094082,61,Greed
2019-08-03,10519,10947,10504,10822,10822,15352685061,61,Greed
2019-08-04,10822,11009,10620,10970,10970,16530894787,62,Greed
2019-08-05,10961,11895,10961,11806,11806,23875988832,64,Greed
2019-08-06,11812,12274,11291,11478,11478,23635107660,66,Greed
2019-08-07,11476,12037,11434,11942,11942,22194988641,45,Fear
2019-08-08,11954,11979,11556,11966,11966,19481591730,61,Greed
2019-08-09,11953,11970,11710,11863,11863,18339989960,60,Greed
2019-08-10,11862,11916,11324,11354,11354,18125355447,59,Greed
2019-08-11,11350,11524,11248,11524,11524,15774371518,45,Fear
2019-08-12,11528,11528,11321,11383,11383,13647198229,48,Neutral
2019-08-13,11385,11420,10830,10896,10896,16681503537,45,Fear
2019-08-14,10889,10890,10028,10052,10052,19990838300,11,Extreme Fear
2019-08-15,10038,10437,9675,10312,10312,22899115082,13,Extreme Fear
2019-08-16,10319,10524,9855,10374,10374,20228207096,31,Fear
2019-08-17,10359,10453,10087,10232,10232,13778035685,20,Extreme Fear
2019-08-18,10233,10487,10119,10346,10346,12999813869,14,Extreme Fear
2019-08-19,10350,10916,10313,10916,10916,16038264603,30,Fear
2019-08-20,10916,10947,10619,10763,10763,15053082175,39,Fear
2019-08-21,10765,10799,9963,10138,10138,19473084768,11,Extreme Fear
2019-08-22,10143,10233,9831,10131,10131,17097508856,5,Extreme Fear
2019-08-23,10136,10442,10078,10408,10408,15627023886,33,Fear
2019-08-24,10408,10418,9982,10160,10160,15451030650,39,Fear
2019-08-25,10161,10305,10009,10139,10139,14153856610,33,Fear
2019-08-26,10126,10512,10126,10371,10371,18438654080,41,Fear
2019-08-27,10373,10381,10087,10186,10186,14762609503,30,Fear
2019-08-28,10203,10279,9717,9754,9754,17603790323,32,Fear
2019-08-29,9757,9757,9422,9510,9510,17045878501,20,Extreme Fear
2019-08-30,9515,9656,9428,9598,9598,13595263986,24,Extreme Fear
2019-08-31,9598,9673,9532,9631,9631,11454806419,20,Extreme Fear
2019-09-01,9631,9797,9583,9758,9758,11445355859,24,Extreme Fear
2019-09-02,9757,10397,9731,10347,10347,17248102294,28,Fear
2019-09-03,10346,10736,10309,10624,10624,19384917989,41,Fear
2019-09-04,10621,10763,10435,10594,10594,16742664769,43,Fear
2019-09-05,10588,10627,10516,10576,10576,14551239508,41,Fear
2019-09-06,10578,10899,10292,10353,10353,19536574783,43,Fear
2019-09-07,10354,10559,10349,10517,10517,15307366476,39,Fear
2019-09-08,10518,10596,10409,10441,10441,13670567493,43,Fear
2019-09-09,10443,10450,10145,10335,10335,17595943368,41,Fear
2019-09-10,10336,10394,10021,10116,10116,14906809639,41,Fear
2019-09-11,10123,10216,9981,10178,10178,15428063426,38,Fear
2019-09-12,10177,10442,10099,10410,10410,15323563925,39,Fear
2019-09-13,10415,10441,10227,10361,10361,14109864675,38,Fear
2019-09-14,10345,10422,10292,10358,10358,13468713124,39,Fear
2019-09-15,10356,10387,10313,10348,10348,12043433567,38,Fear
2019-09-16,10347,10387,10190,10277,10277,15160167779,38,Fear
2019-09-17,10282,10297,10200,10241,10241,15304603363,41,Fear
2019-09-18,10248,10276,10191,10198,10198,16169268880,38,Fear
2019-09-19,10200,10296,9852,10266,10266,19937691247,31,Fear
2019-09-20,10266,10286,10132,10182,10182,14734189639,41,Fear
2019-09-21,10184,10188,10001,10020,10020,13425266806,37,Fear
2019-09-22,10024,10074,9923,10070,10070,13199651698,37,Fear
2019-09-23,10068,10074,9727,9729,9729,15144925408,41,Fear
2019-09-24,9729,9804,8371,8621,8621,25002886689,39,Fear
2019-09-25,8603,8745,8325,8487,8487,21744728353,15,Extreme Fear
2019-09-26,8488,8516,7896,8119,8119,19258205289,12,Extreme Fear
2019-09-27,8113,8272,7966,8252,8252,16408941156,24,Extreme Fear
2019-09-28,8251,8286,8125,8246,8246,14141152736,32,Fear
2019-09-29,8246,8262,7990,8104,8104,13034629109,33,Fear
2019-09-30,8104,8314,7831,8294,8294,17115474183,27,Fear
2019-10-01,8300,8498,8233,8343,8343,15305343413,38,Fear
2019-10-02,8344,8393,8228,8393,8393,13125712443,39,Fear
2019-10-03,8391,8414,8146,8260,8260,13668823409,37,Fear
2019-10-04,8259,8260,8151,8206,8206,13139456229,30,Fear
2019-10-05,8210,8216,8071,8152,8152,12200497197,31,Fear
2019-10-06,8150,8161,7959,7988,7988,13160830305,32,Fear
2019-10-07,7989,8308,7906,8246,8246,18009742607,27,Fear
2019-10-08,8247,8333,8186,8229,8229,15592264032,39,Fear
2019-10-09,8230,8628,8169,8596,8596,19384942333,37,Fear
2019-10-10,8585,8625,8472,8586,8586,17618660671,41,Fear
2019-10-11,8585,8722,8316,8322,8322,19604381101,39,Fear
2019-10-12,8316,8415,8313,8337,8337,14532641605,38,Fear
2019-10-13,8337,8471,8277,8321,8321,13808286059,38,Fear
2019-10-14,8321,8390,8284,8375,8375,15151387859,37,Fear
2019-10-15,8373,8411,8183,8205,8205,15220412632,39,Fear
2019-10-16,8205,8217,7985,8048,8048,16071646996,40,Fear
2019-10-17,8048,8135,8001,8104,8104,14313052244,40,Fear
2019-10-18,8101,8138,7902,7973,7973,15651592610,40,Fear
2019-10-19,7974,8083,7945,7989,7989,13797825640,41,Fear
2019-10-20,7998,8282,7949,8222,8222,15504249442,37,Fear
2019-10-21,8225,8297,8196,8244,8244,15868748866,37,Fear
2019-10-22,8243,8297,8074,8078,8078,16803377857,39,Fear
2019-10-23,8076,8093,7469,7515,7515,21942878958,33,Fear
2019-10-24,7510,7533,7447,7493,7493,16268708849,20,Extreme Fear
2019-10-25,7491,8692,7480,8661,8661,28705065488,24,Extreme Fear
2019-10-26,8668,10022,8663,9245,9245,44496255609,53,Neutral
2019-10-27,9242,9750,9113,9552,9552,32593129501,50,Neutral
2019-10-28,9565,9805,9256,9256,9256,30948255332,52,Neutral
2019-10-29,9248,9516,9233,9428,9428,28426779937,54,Neutral
2019-10-30,9422,9427,9085,9206,9206,27706531577,53,Neutral
2019-10-31,9202,9383,9029,9200,9200,26583653947,50,Neutral
2019-11-01,9194,9276,9132,9261,9261,24324691031,49,Neutral
2019-11-02,9260,9377,9250,9325,9325,21242676385,51,Neutral
2019-11-03,9325,9380,9141,9235,9235,21132220847,56,Greed
2019-11-04,9236,9505,9191,9413,9413,26170255634,49,Neutral
2019-11-05,9413,9457,9257,9343,9343,26198609048,54,Neutral
2019-11-06,9341,9423,9306,9361,9361,23133895765,53,Neutral
2019-11-07,9352,9368,9202,9268,9268,22700383839,54,Neutral
2019-11-08,9265,9273,8776,8805,8805,24333037836,42,Fear
2019-11-09,8809,8892,8793,8814,8814,17578630606,38,Fear
2019-11-10,8812,9104,8806,9056,9056,20587919881,39,Fear
2019-11-11,9057,9081,8701,8758,8758,20265510765,40,Fear
2019-11-12,8760,8854,8685,8816,8816,20309769107,39,Fear
2019-11-13,8812,8837,8762,8808,8808,17545755405,38,Fear
2019-11-14,8812,8827,8693,8708,8708,19084739975,41,Fear
2019-11-15,8706,8731,8485,8492,8492,21796856471,38,Fear
2019-11-16,8491,8592,8474,8551,8551,16495389808,41,Fear
2019-11-17,8549,8728,8501,8578,8578,18668638897,38,Fear
2019-11-18,8574,8653,8274,8309,8309,21579470673,38,Fear
2019-11-19,8305,8409,8100,8206,8206,21083613816,32,Fear
2019-11-20,8204,8237,8011,8027,8027,20764300437,32,Fear
2019-11-21,8024,8110,7597,7643,7643,22514243371,30,Fear
2019-11-22,7644,7697,6937,7297,7297,34242315785,20,Extreme Fear
2019-11-23,7296,7442,7151,7398,7398,21008924418,23,Extreme Fear
2019-11-24,7399,7409,7029,7048,7048,30433517289,21,Extreme Fear
2019-11-25,7040,7320,6617,7146,7146,42685231262,17,Extreme Fear
2019-11-26,7145,7320,7099,7218,7218,21129505542,21,Extreme Fear
2019-11-27,7221,7620,6974,7532,7532,23991412764,20,Extreme Fear
2019-11-28,7537,7730,7454,7463,7463,19050116751,32,Fear
2019-11-29,7467,7781,7461,7761,7761,19709695456,31,Fear
2019-11-30,7764,7836,7516,7570,7570,17158194786,38,Fear
2019-12-01,7572,7572,7291,7424,7424,18720708479,25,Extreme Fear
2019-12-02,7424,7475,7233,7322,7322,17082040706,28,Fear
2019-12-03,7324,7419,7229,7320,7320,14797485769,28,Fear
2019-12-04,7320,7540,7171,7252,7252,21664240918,24,Extreme Fear
2019-12-05,7253,7743,7233,7448,7448,18816085231,21,Extreme Fear
2019-12-06,7451,7547,7392,7547,7547,18104466307,29,Fear
2019-12-07,7547,7590,7526,7556,7556,15453520564,32,Fear
2019-12-08,7551,7635,7476,7564,7564,15409908086,28,Fear
2019-12-09,7562,7618,7366,7401,7401,17872021272,32,Fear
2019-12-10,7397,7424,7246,7278,7278,18249031195,26,Fear
2019-12-11,7277,7324,7196,7217,7217,16350490689,20,Extreme Fear
2019-12-12,7217,7267,7165,7243,7243,18927080224,23,Extreme Fear
2019-12-13,7245,7294,7227,7270,7270,17125736940,22,Extreme Fear
2019-12-14,7269,7309,7097,7125,7125,17137029730,27,Fear
2019-12-15,7124,7181,6924,7152,7152,16881129804,21,Extreme Fear
2019-12-16,7154,7171,6904,6932,6932,20213265950,24,Extreme Fear
2019-12-17,6931,6964,6588,6641,6641,22363804217,23,Extreme Fear
2019-12-18,6648,7325,6540,7277,7277,31836522778,15,Extreme Fear
2019-12-19,7278,7347,7041,7203,7203,25904604416,21,Extreme Fear
2019-12-20,7209,7258,7086,7219,7219,22633815180,23,Extreme Fear
2019-12-21,7221,7223,7113,7191,7191,19312552168,23,Extreme Fear
2019-12-22,7191,7518,7167,7512,7512,23134537956,20,Extreme Fear
2019-12-23,7509,7656,7326,7356,7356,27831788041,33,Fear
2019-12-24,7354,7536,7270,7323,7323,22991622105,25,Extreme Fear
2019-12-25,7326,7357,7221,7275,7275,21559505149,22,Extreme Fear
2019-12-26,7275,7388,7200,7239,7239,22787010034,39,Fear
2019-12-27,7238,7364,7190,7290,7290,22777360996,38,Fear
2019-12-28,7289,7399,7287,7318,7318,21365673026,37,Fear
2019-12-29,7318,7514,7280,7423,7423,22445257702,37,Fear
2019-12-30,7420,7455,7276,7293,7293,22874131672,40,Fear
2019-12-31,7294,7335,7170,7194,7194,21167946112,38,Fear
2020-01-01,7195,7254,7175,7200,7200,18565664997,37,Fear
2020-01-02,7203,7212,6935,6985,6985,20802083465,39,Fear
2020-01-03,6984,7414,6915,7345,7345,28111481032,38,Fear
2020-01-04,7345,7427,7310,7411,7411,18444271275,38,Fear
2020-01-05,7410,7544,7401,7411,7411,19725074095,39,Fear
2020-01-06,7410,7782,7409,7769,7769,23276261598,41,Fear
2020-01-07,7769,8178,7768,8164,8164,28767291327,40,Fear
2020-01-08,8162,8397,7957,8080,8080,31672559265,51,Neutral
2020-01-09,8082,8082,7842,7879,7879,24045990466,44,Fear
2020-01-10,7878,8167,7727,8167,8167,28714583844,41,Fear
2020-01-11,8162,8218,8030,8038,8038,25521165085,50,Neutral
2020-01-12,8033,8200,8009,8192,8192,22903438381,45,Fear
2020-01-13,8190,8198,8080,8144,8144,22482910688,49,Neutral
2020-01-14,8141,8880,8141,8828,8828,44841784107,56,Greed
2020-01-15,8825,8890,8657,8807,8807,40102834650,54,Neutral
2020-01-16,8812,8846,8612,8724,8724,31313981931,55,Greed
2020-01-17,8725,8958,8677,8929,8929,36372139320,54,Neutral
2020-01-18,8927,9012,8827,8943,8943,32337772627,51,Neutral
2020-01-19,8941,9164,8620,8706,8706,34217320471,53,Neutral
2020-01-20,8705,8746,8560,8658,8658,26422375678,48,Neutral
2020-01-21,8659,8756,8545,8746,8746,24097418512,49,Neutral
2020-01-22,8744,8793,8637,8681,8681,22600204051,52,Neutral
2020-01-23,8681,8688,8334,8407,8407,25770680779,49,Neutral
2020-01-24,8406,8515,8267,8445,8445,24397913026,40,Fear
2020-01-25,8440,8458,8296,8368,8368,19647331549,41,Fear
2020-01-26,8364,8602,8325,8597,8597,22177678796,42,Fear
2020-01-27,8597,8978,8597,8910,8910,28647338393,50,Neutral
2020-01-28,8913,9359,8908,9359,9359,34398744403,54,Neutral
2020-01-29,9357,9406,9269,9317,9317,30682598115,57,Greed
2020-01-30,9316,9553,9231,9509,9509,32378792851,57,Greed
2020-01-31,9508,9522,9231,9351,9351,29432489719,55,Greed
2020-02-01,9346,9439,9313,9393,9393,25922656496,57,Greed
2020-02-02,9390,9469,9218,9344,9344,30835736946,57,Greed
2020-02-03,9345,9540,9249,9294,9294,30934096509,59,Greed
2020-02-04,9293,9331,9113,9181,9181,29893183716,56,Greed
2020-02-05,9183,9701,9164,9613,9613,35222060874,53,Neutral
2020-02-06,9618,9825,9540,9730,9730,37628823716,61,Greed
2020-02-07,9726,9835,9726,9796,9796,34522718159,56,Greed
2020-02-08,9793,9877,9679,9865,9865,35172043762,56,Greed
2020-02-09,9864,10129,9850,10117,10117,35807884663,56,Greed
2020-02-10,10116,10166,9785,9857,9857,39386548075,57,Greed
2020-02-11,9856,10210,9729,10208,10208,37648059389,52,Neutral
2020-02-12,10202,10394,10202,10326,10326,43444303830,61,Greed
2020-02-13,10324,10458,10116,10214,10214,49356071373,65,Greed
2020-02-14,10212,10322,10126,10312,10312,43338264162,63,Greed
2020-02-15,10314,10342,9874,9889,9889,43865054831,64,Greed
2020-02-16,9889,10054,9722,9934,9934,43374780305,59,Greed
2020-02-17,9937,9939,9508,9690,9690,45998298413,49,Neutral
2020-02-18,9691,10162,9632,10142,10142,47271023953,53,Neutral
2020-02-19,10144,10192,9611,9633,9633,46992019710,50,Neutral
2020-02-20,9629,9643,9508,9608,9608,44925260237,44,Fear
2020-02-21,9612,9723,9590,9686,9686,40930547513,44,Fear
2020-02-22,9688,9698,9601,9663,9663,35838025154,43,Fear
2020-02-23,9663,9937,9658,9925,9925,41185185761,46,Fear
2020-02-24,9922,9952,9537,9650,9650,45080496648,46,Fear
2020-02-25,9651,9653,9305,9342,9342,42515259129,44,Fear
2020-02-26,9338,9355,8704,8821,8821,50420050762,41,Fear
2020-02-27,8825,8933,8577,8784,8784,45470195695,39,Fear
2020-02-28,8789,8890,8493,8672,8672,44605450443,40,Fear
2020-02-29,8671,8776,8600,8600,8600,35792392544,38,Fear
2020-03-01,8600,8727,8471,8562,8562,35349164300,39,Fear
2020-03-02,8563,8921,8533,8870,8870,42857674409,38,Fear
2020-03-03,8865,8902,8705,8788,8788,42386715821,38,Fear
2020-03-04,8789,8843,8712,8755,8755,34746706368,40,Fear
2020-03-05,8760,9142,8757,9079,9079,39698054597,41,Fear
2020-03-06,9078,9168,9032,9123,9123,40826885651,39,Fear
2020-03-07,9122,9163,8891,8910,8910,36216930370,38,Fear
2020-03-08,8908,8914,8105,8108,8108,39973102121,33,Fear
2020-03-09,8111,8178,7690,7924,7924,46936995808,17,Extreme Fear
2020-03-10,7922,8137,7815,7910,7910,42213940994,16,Extreme Fear
2020-03-11,7910,7951,7643,7911,7911,38682762605,17,Extreme Fear
2020-03-12,7914,7929,4860,4971,4971,53980357243,14,Extreme Fear
2020-03-13,5018,5838,4107,5564,5564,74156772075,10,Extreme Fear
2020-03-14,5573,5625,5125,5200,5200,36154506008,8,Extreme Fear
2020-03-15,5201,5837,5169,5392,5392,33997889639,12,Extreme Fear
2020-03-16,5385,5385,4575,5014,5014,45368026430,9,Extreme Fear
2020-03-17,5003,5371,4982,5226,5226,38622642935,8,Extreme Fear
2020-03-18,5227,5332,5069,5238,5238,37878801016,11,Extreme Fear
2020-03-19,5245,6330,5237,6191,6191,51000731797,12,Extreme Fear
2020-03-20,6192,6844,5866,6199,6199,54442976103,9,Extreme Fear
2020-03-21,6207,6378,5933,6185,6185,42494390880,9,Extreme Fear
2020-03-22,6186,6360,5824,5830,5830,40099664740,11,Extreme Fear
2020-03-23,5831,6444,5785,6416,6416,46491916000,10,Extreme Fear
2020-03-24,6437,6789,6411,6735,6735,48221910672,12,Extreme Fear
2020-03-25,6739,6893,6537,6681,6681,44590107888,13,Extreme Fear
2020-03-26,6675,6735,6591,6716,6716,35319797642,14,Extreme Fear
2020-03-27,6719,6794,6467,6470,6470,34585598367,12,Extreme Fear
2020-03-28,6467,6468,6118,6242,6242,34885225901,8,Extreme Fear
2020-03-29,6246,6250,5920,5922,5922,28373690931,12,Extreme Fear
2020-03-30,5926,6517,5903,6430,6430,37101651525,10,Extreme Fear
2020-03-31,6431,6505,6374,6439,6439,32786468812,12,Extreme Fear
2020-04-01,6437,6613,6202,6607,6607,40346426266,12,Extreme Fear
2020-04-02,6607,7088,6596,6794,6794,47660646124,14,Extreme Fear
2020-04-03,6797,7003,6673,6733,6733,38976504903,14,Extreme Fear
2020-04-04,6738,6879,6696,6868,6868,33185988584,12,Extreme Fear
2020-04-05,6863,6883,6716,6791,6791,29510409856,12,Extreme Fear
2020-04-06,6788,7272,6783,7272,7272,46896904615,12,Extreme Fear
2020-04-07,7274,7428,7137,7176,7176,44243482668,20,Extreme Fear
2020-04-08,7179,7356,7153,7334,7334,37563249549,21,Extreme Fear
2020-04-09,7338,7341,7179,7302,7302,34815139178,22,Extreme Fear
2020-04-10,7304,7304,6802,6865,6865,43622840992,15,Extreme Fear
2020-04-11,6867,6926,6790,6859,6859,31222085946,15,Extreme Fear
2020-04-12,6858,7120,6811,6971,6971,35759567632,10,Extreme Fear
2020-04-13,6966,6966,6668,6845,6845,38619308647,11,Extreme Fear
2020-04-14,6843,6959,6794,6842,6842,34110434052,15,Extreme Fear
2020-04-15,6846,6929,6633,6642,6642,32288311031,18,Extreme Fear
2020-04-16,6640,7134,6556,7117,7117,46783242377,13,Extreme Fear
2020-04-17,7117,7167,7050,7096,7096,32513423567,15,Extreme Fear
2020-04-18,7092,7270,7089,7258,7258,32447188386,18,Extreme Fear
2020-04-19,7261,7281,7167,7189,7189,31311210215,16,Extreme Fear
2020-04-20,7187,7240,6836,6882,6882,37747113936,15,Extreme Fear
